student_id;origin_country;destination_country;destination_city;university_name;course_name;field_of_study;year_of_enrollment;scholarship_received;enrollment_reason;graduation_year;placement_status;placement_country;placement_company;starting_salary_usd;gpa_or_score;visa_status;post_graduation_visa;language_proficiency_test;test_score
S00647;India;Finland;Helsinki;University of Helsinki;Political Science;Law;2021;Yes;Higher Ranking;2022;Placed;Finland;Siemens;140336;332;Schengen Student Visa;PSW;PTE;76
S00648;UK;Germany;Stuttgart;University of Stuttgart;Economics;Business;2022;No;Job Opportunities;2024;Placed;Germany;Goldman Sachs;78139;28;F1;Work Permit;TOEFL;72
S00649;India;Finland;Turku;Ã…bo Akademi University;Data Science;Natural Sciences;2022;Yes;Higher Ranking;2024;Not Placed;N/A;N/A;0;279;J1;Post-Study Visa;Duolingo;81
S00650;South Africa;UK;Edinburgh;University of Edinburgh;Biotechnology;Business;2020;Yes;Quality of Life;2022;Not Placed;N/A;N/A;0;342;F1;Post-Study Visa;TOEFL;57
S00651;South Africa;Russia;Moscow;Moscow Institute of Physics and Technology;Economics;Social Sciences;2023;Yes;Higher Ranking;2025;Placed;Russia;Microsoft;126677;381;Tier 4;Blue Card;None;0
S00652;Finland;Russia;Moscow;Higher School of Economics;Biotechnology;Business;2021;No;Political Stability;2023;Placed;Russia;Microsoft;30975;311;Study Permit;Blue Card;PTE;78
S00653;USA;Finland;Lappeenranta;LUT University;Electrical Engineering;Law;2021;No;Job Opportunities;2024;Not Placed;N/A;N/A;0;373;Student Visa;Blue Card;PTE;62
S00654;Finland;Canada;Edmonton;University of Alberta;Computer Science;Engineering;2022;No;Political Stability;2024;Placed;Canada;Siemens;58434;265;Tier 4;OPT;None;0
S00655;Germany;USA;Los Angeles;UCLA;Political Science;Natural Sciences;2022;No;Scholarship;2025;Placed;USA;Facebook;69734;366;Study Permit;Work Permit;None;0
S00656;Russia;Canada;London;Western University;Design;Arts;2019;Yes;Quality of Life;2020;Placed;Canada;Deloitte;92807;399;F1;PSW;PTE;6
S00657;India;UK;London;Imperial College London;Design;Arts;2019;No;Political Stability;2022;Placed;UK;Amazon;149191;356;F1;Blue Card;PTE;52
S00658;Canada;India;Tiruchirappalli;NIT Trichy;Mechanical Engineering;Natural Sciences;2020;No;Political Stability;2021;Placed;India;Siemens;39109;386;F1;PSW;PTE;54
S00659;India;South Africa;Pretoria;University of Pretoria;Law;Business;2020;No;Job Opportunities;2021;Placed;South Africa;Microsoft;100099;296;F1;Post-Study Visa;Duolingo;79
S00660;South Africa;Finland;Turku;University of Turku;Law;Law;2021;Yes;Job Opportunities;2024;Not Placed;N/A;N/A;0;343;Study Permit;Blue Card;TOEFL;87
S00661;Ireland;Russia;Moscow;Bauman Moscow State Technical University;Biotechnology;Law;2020;No;Higher Ranking;2023;Placed;Russia;IBM;87554;278;J1;Blue Card;PTE;73
S00662;USA;Canada;Ottawa;University of Ottawa;Political Science;Engineering;2022;Yes;Higher Ranking;2024;Not Placed;N/A;N/A;0;288;J1;Blue Card;Duolingo;59
S00663;Russia;Germany;Munich;Technical University of Munich;Architecture;Engineering;2019;Yes;Scholarship;2020;Not Placed;N/A;N/A;0;306;Study Permit;Work Permit;IELTS;58
S00664;Germany;Ireland;Cork;University College Cork;Economics;Computer Science;2020;No;Quality of Life;2022;Placed;Ireland;Deloitte;57960;312;Student Visa;Blue Card;PTE;56
S00665;Finland;UAE;Dubai;Middlesex University Dubai;Design;Social Sciences;2022;Yes;Political Stability;2024;Not Placed;N/A;N/A;0;285;J1;Work Permit;None;0
S00666;UK;Ireland;Dublin;University College Dublin;Electrical Engineering;Computer Science;2022;Yes;Quality of Life;2025;Placed;Ireland;Deloitte;118453;3;Schengen Student Visa;PSW;PTE;82
S00667;India;Germany;Munich;Technical University of Munich;Political Science;Natural Sciences;2022;Yes;Job Opportunities;2023;Placed;Germany;Apple;98688;35;Study Permit;PSW;Duolingo;85
S00668;South Africa;Germany;Aachen;RWTH Aachen;Business Administration;Arts;2020;No;Higher Ranking;2023;Placed;Germany;Tesla;126613;311;J1;OPT;PTE;9
S00669;UK;Finland;Espoo;Aalto University;Business Administration;Computer Science;2021;Yes;Quality of Life;2024;Not Placed;N/A;N/A;0;262;J1;Work Permit;IELTS;85
S00670;UAE;South Africa;Durban;University of KwaZulu-Natal;Biotechnology;Engineering;2022;No;Higher Ranking;2025;Not Placed;N/A;N/A;0;383;Study Permit;OPT;None;0
S00671;Russia;UAE;Abu Dhabi;Zayed University;Computer Science;Social Sciences;2023;No;Scholarship;2026;Placed;UAE;Siemens;46093;377;Student Visa;Blue Card;PTE;73
S00672;South Africa;Ireland;Dublin;Technological University Dublin;Mechanical Engineering;Computer Science;2022;Yes;Scholarship;2025;Placed;Ireland;Goldman Sachs;148269;369;J1;OPT;TOEFL;66
S00673;India;Germany;Berlin;TU Berlin;Economics;Natural Sciences;2020;Yes;Higher Ranking;2023;Placed;Germany;Deloitte;96965;311;Schengen Student Visa;PSW;Duolingo;68
S00674;Russia;Ireland;Dublin;Dublin City University;Biotechnology;Medicine;2023;Yes;Political Stability;2025;Not Placed;N/A;N/A;0;384;Tier 4;OPT;Duolingo;72
S00675;Germany;South Africa;Grahamstown;Rhodes University;Medicine;Social Sciences;2020;Yes;Job Opportunities;2021;Not Placed;N/A;N/A;0;329;J1;Work Permit;TOEFL;55
S00676;India;South Africa;Durban;University of KwaZulu-Natal;Biotechnology;Computer Science;2022;Yes;Quality of Life;2024;Placed;South Africa;IBM;120484;343;Schengen Student Visa;Post-Study Visa;PTE;58
S00677;Russia;Germany;Berlin;Humboldt University;Biotechnology;Medicine;2019;No;Scholarship;2020;Not Placed;N/A;N/A;0;346;Study Permit;PSW;IELTS;76
S00678;UK;Canada;Vancouver;University of British Columbia;Mechanical Engineering;Arts;2020;Yes;Political Stability;2023;Placed;Canada;Amazon;31078;39;Schengen Student Visa;OPT;None;0
S00679;Ireland;Finland;Turku;University of Turku;Electrical Engineering;Medicine;2022;Yes;Job Opportunities;2025;Not Placed;N/A;N/A;0;308;Student Visa;Work Permit;None;0
S00680;Finland;Ireland;Dublin;Dublin City University;Biotechnology;Social Sciences;2023;No;Political Stability;2026;Not Placed;N/A;N/A;0;266;F1;Work Permit;None;0
S00681;South Africa;UAE;Dubai;Heriot-Watt Dubai;Civil Engineering;Social Sciences;2022;Yes;Political Stability;2023;Not Placed;N/A;N/A;0;273;Study Permit;Work Permit;PTE;84
S00682;UAE;Finland;Helsinki;University of Helsinki;Finance;Social Sciences;2023;Yes;Political Stability;2025;Placed;Finland;Google;104059;395;Tier 4;Work Permit;TOEFL;59
S00683;Germany;Russia;Novosibirsk;Novosibirsk State University;Biotechnology;Natural Sciences;2019;Yes;Job Opportunities;2020;Not Placed;N/A;N/A;0;293;Tier 4;OPT;TOEFL;81
S00684;Germany;Russia;Moscow;Moscow Institute of Physics and Technology;Finance;Business;2022;No;Higher Ranking;2025;Placed;Russia;Siemens;113988;37;Tier 4;Work Permit;Duolingo;86
S00685;India;Russia;Saint Petersburg;Saint Petersburg State University;Mechanical Engineering;Engineering;2022;Yes;Political Stability;2025;Not Placed;N/A;N/A;0;301;J1;OPT;IELTS;61
S00686;USA;Canada;Vancouver;Simon Fraser University;Mechanical Engineering;Arts;2021;No;Job Opportunities;2022;Placed;Canada;Tesla;64194;397;Student Visa;PSW;None;0
S00687;Russia;UK;Edinburgh;University of Edinburgh;Computer Science;Social Sciences;2022;Yes;Scholarship;2025;Placed;UK;McKinsey;148984;384;F1;OPT;IELTS;6
S00688;UK;UAE;Sharjah;American University of Sharjah;Political Science;Natural Sciences;2022;Yes;Job Opportunities;2025;Not Placed;N/A;N/A;0;273;Student Visa;PSW;TOEFL;74
S00689;Russia;UAE;Sharjah;American University of Sharjah;Law;Business;2022;No;Job Opportunities;2025;Not Placed;N/A;N/A;0;4;Study Permit;OPT;IELTS;66
S00690;USA;UK;London;Imperial College London;Medicine;Natural Sciences;2020;No;Scholarship;2022;Not Placed;N/A;N/A;0;303;Student Visa;Work Permit;IELTS;53
S00691;Germany;Canada;Edmonton;University of Alberta;Psychology;Computer Science;2022;No;Higher Ranking;2023;Placed;Canada;Deloitte;115534;278;Student Visa;Post-Study Visa;TOEFL;66
S00692;UK;USA;Los Angeles;UCLA;Data Science;Natural Sciences;2019;No;Political Stability;2022;Placed;USA;Siemens;80563;331;Study Permit;Blue Card;Duolingo;65
S00693;UAE;Russia;Moscow;Bauman Moscow State Technical University;Biotechnology;Business;2019;No;Higher Ranking;2022;Placed;Russia;Intel;30276;335;Schengen Student Visa;Blue Card;None;0
S00694;USA;Germany;Heidelberg;Heidelberg University;Psychology;Business;2023;Yes;Political Stability;2025;Placed;Germany;Deloitte;68869;349;Schengen Student Visa;OPT;None;0
S00695;USA;India;Bangalore;IISc Bangalore;Economics;Medicine;2022;Yes;Job Opportunities;2025;Placed;India;Amazon;52059;309;Student Visa;OPT;TOEFL;84
S00696;Ireland;India;Tiruchirappalli;NIT Trichy;Electrical Engineering;Business;2020;No;Higher Ranking;2021;Placed;India;Apple;90900;393;Student Visa;OPT;Duolingo;89
S00697;Canada;USA;Boston;Harvard University;Electrical Engineering;Arts;2022;Yes;Scholarship;2025;Not Placed;N/A;N/A;0;369;Schengen Student Visa;OPT;TOEFL;64
S00698;Russia;Germany;Heidelberg;Heidelberg University;Design;Medicine;2020;Yes;Scholarship;2021;Placed;Germany;Google;132992;276;Student Visa;OPT;Duolingo;68
S00699;UK;Russia;Moscow;Bauman Moscow State Technical University;Biotechnology;Medicine;2020;No;Higher Ranking;2022;Not Placed;N/A;N/A;0;263;Tier 4;PSW;TOEFL;63
S00700;Finland;Germany;Munich;Technical University of Munich;Architecture;Arts;2019;No;Higher Ranking;2022;Not Placed;N/A;N/A;0;395;F1;Post-Study Visa;TOEFL;74
S00701;South Africa;Ireland;Dublin;Dublin City University;Psychology;Natural Sciences;2020;No;Higher Ranking;2021;Placed;Ireland;Intel;94391;287;Student Visa;PSW;None;0
S00702;UK;India;Bangalore;IISc Bangalore;Computer Science;Medicine;2022;Yes;Quality of Life;2025;Not Placed;N/A;N/A;0;335;Study Permit;OPT;None;0
S00703;UK;Russia;Saint Petersburg;Saint Petersburg State University;Design;Engineering;2019;No;Political Stability;2021;Placed;Russia;SAP;30306;269;F1;PSW;Duolingo;82
S00704;Germany;Canada;Montreal;McGill University;Civil Engineering;Medicine;2021;Yes;Higher Ranking;2022;Not Placed;N/A;N/A;0;38;Tier 4;OPT;None;0
S00705;Finland;South Africa;Cape Town;University of Cape Town;Political Science;Medicine;2021;No;Job Opportunities;2024;Placed;South Africa;Tesla;90458;321;Student Visa;Blue Card;Duolingo;56
S00706;South Africa;USA;New York;Columbia University;Medicine;Law;2022;Yes;Political Stability;2025;Placed;USA;Siemens;31845;299;Student Visa;Blue Card;TOEFL;75
S00707;Germany;India;Pilani;BITS Pilani;Mechanical Engineering;Arts;2019;No;Scholarship;2020;Placed;India;McKinsey;48218;337;J1;Work Permit;TOEFL;73
S00708;Canada;UAE;Abu Dhabi;Zayed University;Data Science;Business;2020;Yes;Political Stability;2023;Placed;UAE;SAP;54459;397;Student Visa;PSW;IELTS;52
S00709;Russia;South Africa;Johannesburg;University of Johannesburg;Design;Natural Sciences;2023;Yes;Scholarship;2026;Placed;South Africa;Intel;141608;387;Student Visa;Work Permit;TOEFL;75
S00710;Germany;Russia;Novosibirsk;Novosibirsk State University;Economics;Law;2021;Yes;Job Opportunities;2023;Placed;Russia;Apple;148717;374;Study Permit;OPT;PTE;8
S00711;USA;Finland;Tampere;Tampere University;Medicine;Arts;2022;Yes;Higher Ranking;2025;Placed;Finland;Tesla;53190;264;Study Permit;PSW;None;0
S00712;Germany;Russia;Saint Petersburg;Saint Petersburg State University;Civil Engineering;Medicine;2019;No;Job Opportunities;2020;Placed;Russia;Microsoft;35435;308;J1;PSW;PTE;78
S00713;Canada;India;Delhi;Delhi University;Data Science;Medicine;2019;Yes;Job Opportunities;2020;Not Placed;N/A;N/A;0;393;J1;PSW;PTE;85
S00714;India;Ireland;Dublin;Dublin City University;Design;Medicine;2022;Yes;Higher Ranking;2024;Not Placed;N/A;N/A;0;297;Schengen Student Visa;Post-Study Visa;TOEFL;74
S00715;South Africa;USA;Boston;MIT;Medicine;Engineering;2022;Yes;Quality of Life;2023;Not Placed;N/A;N/A;0;383;F1;Blue Card;IELTS;65
S00716;Germany;Finland;Lappeenranta;LUT University;Computer Science;Law;2023;No;Scholarship;2025;Not Placed;N/A;N/A;0;327;Tier 4;Post-Study Visa;IELTS;64
S00717;Finland;South Africa;Pretoria;University of Pretoria;Psychology;Arts;2020;Yes;Quality of Life;2022;Placed;South Africa;Facebook;125847;321;Student Visa;Post-Study Visa;TOEFL;8
S00718;Germany;Russia;Saint Petersburg;Saint Petersburg State University;Design;Arts;2019;No;Political Stability;2020;Not Placed;N/A;N/A;0;32;Tier 4;OPT;None;0
S00719;Canada;Russia;Saint Petersburg;Saint Petersburg State University;Architecture;Computer Science;2020;Yes;Quality of Life;2023;Placed;Russia;Goldman Sachs;146441;256;Tier 4;OPT;None;0
S00720;Germany;UAE;Dubai;Middlesex University Dubai;Design;Business;2022;No;Job Opportunities;2024;Not Placed;N/A;N/A;0;26;Student Visa;Post-Study Visa;None;0
S00721;Germany;Russia;Moscow;Bauman Moscow State Technical University;Civil Engineering;Law;2023;No;Job Opportunities;2026;Not Placed;N/A;N/A;0;304;Student Visa;OPT;IELTS;62
S00722;India;Finland;Joensuu;University of Eastern Finland;Biotechnology;Natural Sciences;2022;No;Quality of Life;2023;Not Placed;N/A;N/A;0;372;J1;Post-Study Visa;PTE;89
S00723;Finland;India;Pilani;BITS Pilani;Economics;Natural Sciences;2022;No;Scholarship;2024;Not Placed;N/A;N/A;0;301;J1;Work Permit;None;0
S00724;India;Canada;Vancouver;University of British Columbia;Law;Natural Sciences;2021;Yes;Political Stability;2023;Placed;Canada;Deloitte;37810;331;Tier 4;Blue Card;Duolingo;69
S00725;India;USA;New York;NYU;Design;Business;2020;No;Scholarship;2023;Not Placed;N/A;N/A;0;287;Tier 4;Post-Study Visa;PTE;83
S00726;Ireland;UK;Edinburgh;University of Edinburgh;Political Science;Business;2021;Yes;Quality of Life;2024;Not Placed;N/A;N/A;0;336;J1;Work Permit;TOEFL;62
S00727;Russia;Ireland;Dublin;University College Dublin;Law;Medicine;2019;No;Scholarship;2021;Not Placed;N/A;N/A;0;261;J1;OPT;Duolingo;51
S00728;India;Ireland;Galway;National University of Ireland Galway;Data Science;Engineering;2020;Yes;Higher Ranking;2023;Placed;Ireland;Intel;144349;31;F1;Blue Card;IELTS;61
S00729;USA;South Africa;Stellenbosch;Stellenbosch University;Civil Engineering;Engineering;2021;No;Political Stability;2023;Placed;South Africa;Tesla;60233;331;Student Visa;OPT;None;0
S00730;Finland;UK;Cambridge;University of Cambridge;Political Science;Medicine;2020;Yes;Political Stability;2022;Not Placed;N/A;N/A;0;27;Schengen Student Visa;Blue Card;TOEFL;83
S00731;USA;UK;Cambridge;University of Cambridge;Business Administration;Medicine;2019;Yes;Job Opportunities;2020;Not Placed;N/A;N/A;0;346;J1;PSW;Duolingo;71
S00732;India;South Africa;Grahamstown;Rhodes University;Civil Engineering;Engineering;2022;No;Quality of Life;2025;Not Placed;N/A;N/A;0;338;F1;PSW;IELTS;68
S00733;Finland;USA;Chicago;University of Chicago;Design;Business;2019;No;Political Stability;2021;Not Placed;N/A;N/A;0;368;Tier 4;OPT;None;0
S00734;Germany;Canada;Kingston;Queen's University;Electrical Engineering;Computer Science;2022;Yes;Quality of Life;2024;Placed;Canada;Intel;131748;382;Schengen Student Visa;PSW;None;0
S00735;Russia;India;Pilani;BITS Pilani;Finance;Computer Science;2019;Yes;Political Stability;2022;Placed;India;Microsoft;54833;318;Tier 4;Post-Study Visa;TOEFL;79
S00736;South Africa;Ireland;Maynooth;Maynooth University;Architecture;Social Sciences;2021;No;Scholarship;2023;Not Placed;N/A;N/A;0;275;J1;PSW;PTE;89
S00737;Canada;UK;Edinburgh;University of Edinburgh;Psychology;Natural Sciences;2021;Yes;Higher Ranking;2022;Placed;UK;Facebook;61281;34;Tier 4;PSW;IELTS;89
S00738;Russia;USA;Chicago;University of Chicago;Psychology;Computer Science;2023;No;Political Stability;2026;Placed;USA;Amazon;123263;323;Student Visa;PSW;Duolingo;52
S00739;UK;Canada;Vancouver;Simon Fraser University;Electrical Engineering;Natural Sciences;2019;No;Political Stability;2020;Placed;Canada;Amazon;87402;399;F1;Work Permit;TOEFL;75
S00740;Finland;UK;Manchester;University of Manchester;Business Administration;Social Sciences;2020;Yes;Political Stability;2022;Placed;UK;Apple;120655;37;Study Permit;PSW;Duolingo;76
S00741;South Africa;Russia;Novosibirsk;Novosibirsk State University;Data Science;Medicine;2021;No;Higher Ranking;2022;Placed;Russia;Tesla;89684;323;J1;Post-Study Visa;TOEFL;55
S00742;UK;USA;New York;NYU;Political Science;Medicine;2023;No;Political Stability;2025;Placed;USA;Facebook;119728;253;Study Permit;Post-Study Visa;Duolingo;67
S00743;UAE;Ireland;Dublin;Technological University Dublin;Data Science;Natural Sciences;2023;Yes;Higher Ranking;2025;Not Placed;N/A;N/A;0;303;J1;PSW;None;0
S00744;Finland;Russia;Kazan;Kazan Federal University;Data Science;Arts;2022;No;Job Opportunities;2024;Placed;Russia;Amazon;53628;358;Schengen Student Visa;Post-Study Visa;Duolingo;85
S00745;Germany;Finland;Turku;University of Turku;Economics;Medicine;2022;Yes;Political Stability;2025;Not Placed;N/A;N/A;0;329;Schengen Student Visa;Work Permit;None;0
S00746;Canada;UK;Oxford;University of Oxford;Medicine;Social Sciences;2019;No;Quality of Life;2022;Not Placed;N/A;N/A;0;3;Study Permit;PSW;PTE;9
S00747;USA;South Africa;Johannesburg;University of Johannesburg;Business Administration;Computer Science;2023;Yes;Higher Ranking;2025;Placed;South Africa;Facebook;63969;33;F1;Blue Card;PTE;58
S00748;Canada;India;Delhi;IIT Delhi;Architecture;Engineering;2019;Yes;Quality of Life;2021;Not Placed;N/A;N/A;0;283;Schengen Student Visa;OPT;IELTS;82
S00749;UAE;Germany;Berlin;TU Berlin;Economics;Law;2022;Yes;Scholarship;2023;Not Placed;N/A;N/A;0;376;Tier 4;OPT;Duolingo;59
S00750;Germany;UAE;Abu Dhabi;Zayed University;Medicine;Natural Sciences;2019;No;Scholarship;2022;Placed;UAE;Google;46485;279;J1;Post-Study Visa;TOEFL;54
S00751;Russia;Canada;Kingston;Queen's University;Data Science;Computer Science;2022;Yes;Quality of Life;2024;Not Placed;N/A;N/A;0;251;Student Visa;Work Permit;IELTS;75
S00752;Russia;UAE;Dubai;Manipal Academy Dubai;Design;Medicine;2023;Yes;Scholarship;2025;Not Placed;N/A;N/A;0;255;F1;OPT;TOEFL;54
S00753;USA;South Africa;Grahamstown;Rhodes University;Design;Arts;2020;No;Quality of Life;2022;Not Placed;N/A;N/A;0;291;Tier 4;OPT;PTE;73
S00754;Russia;UAE;Sharjah;American University of Sharjah;Data Science;Law;2021;Yes;Scholarship;2022;Placed;UAE;Facebook;111539;376;Student Visa;Blue Card;None;0
S00755;Russia;USA;New York;NYU;Law;Social Sciences;2020;No;Job Opportunities;2021;Not Placed;N/A;N/A;0;29;Schengen Student Visa;OPT;TOEFL;64
S00756;Germany;Canada;Edmonton;University of Alberta;Business Administration;Medicine;2019;No;Scholarship;2020;Placed;Canada;Apple;120964;334;J1;Work Permit;None;0
S00757;Russia;Finland;Espoo;Aalto University;Medicine;Computer Science;2023;Yes;Job Opportunities;2024;Placed;Finland;Microsoft;87545;259;Student Visa;Blue Card;PTE;62
S00758;USA;Canada;London;Western University;Civil Engineering;Business;2019;No;Job Opportunities;2020;Placed;Canada;Deloitte;101885;269;Schengen Student Visa;Blue Card;IELTS;59
S00759;South Africa;Russia;Moscow;Bauman Moscow State Technical University;Computer Science;Business;2019;No;Job Opportunities;2021;Placed;Russia;Intel;88297;365;Student Visa;Work Permit;None;0
S00760;Ireland;UK;London;UCL;Data Science;Business;2023;No;Political Stability;2026;Placed;UK;Facebook;86310;256;Schengen Student Visa;OPT;PTE;71
S00761;USA;Germany;Berlin;TU Berlin;Data Science;Business;2020;Yes;Job Opportunities;2021;Placed;Germany;Tesla;57649;358;Tier 4;Blue Card;TOEFL;8
S00762;Russia;USA;Chicago;University of Chicago;Business Administration;Computer Science;2020;Yes;Political Stability;2023;Not Placed;N/A;N/A;0;266;J1;Work Permit;Duolingo;51
S00763;Canada;UAE;Abu Dhabi;Zayed University;Electrical Engineering;Computer Science;2020;No;Political Stability;2023;Placed;UAE;Tesla;113352;262;Tier 4;PSW;PTE;67
S00764;India;USA;New York;NYU;Biotechnology;Business;2022;No;Job Opportunities;2024;Not Placed;N/A;N/A;0;373;F1;Work Permit;IELTS;85
S00765;Germany;UK;Manchester;University of Manchester;Psychology;Business;2022;Yes;Scholarship;2024;Not Placed;N/A;N/A;0;288;F1;OPT;PTE;62
S00766;USA;Finland;Lappeenranta;LUT University;Mechanical Engineering;Law;2022;Yes;Higher Ranking;2025;Not Placed;N/A;N/A;0;337;Tier 4;OPT;Duolingo;85
